Start Time,End Time,BSC Name,BSC IP Address,DL PS Erlangs,UL PS Erlangs,Total Data Calls,Total Downlink Data In KByte,Total Uplink Data In KByte,Downlink Data Throughput In Kbps,Downlink Data Throughput In Kbps - NR,Downlink Data Throughput In Kbps - DR,Uplink Data Throughput In Kbps,Uplink Data Throughput In Kbps - NR,Uplink Data Throughput In Kbps - DR,DL Tbf Drop Rate,DL Tbf Drop Rate - NR,DL Tbf Drop Rate - DR,UL Tbf Drop Rate,UL Tbf Drop Rate - NR,UL Tbf Drop Rate - DR,Egprs Downlink Data Throughput In Kbps,Egprs Downlink Data Throughput In Kbps - NR,Egprs Downlink Data Throughput In Kbps - DR,Egprs Uplink Data Throughput In Kbps,Egprs Uplink Data Throughput In Kbps - NR,Egprs Uplink Data Throughput In Kbps - DR,Gprs Downlink Data Throughput In Kbps,Gprs Downlink Data Throughput In Kbps - NR,Gprs Downlink Data Throughput In Kbps - DR,Gprs Uplink Data Throughput In Kbps,Gprs Uplink Data Throughput In Kbps - NR,Gprs Uplink Data Throughput In Kbps - DR,Downlink Data Retransmission Rate,Downlink Data Retransmission Rate - NR,Downlink Data Retransmission Rate - DR,Uplink Data Retransmission Rate,Uplink Data Retransmission Rate - NR,Uplink Data Retransmission Rate - DR,Gprs Uplink Tbf Blocking Rate,Gprs Uplink Tbf Blocking Rate - NR,Gprs Uplink Tbf Blocking Rate - DR,Gprs Downlink Tbf Blocking Rate,Gprs Downlink Tbf Blocking Rate - NR,Gprs Downlink Tbf Blocking Rate - DR,Egprs Downlink Tbf Blocking Rate,Egprs Downlink Tbf Blocking Rate - NR,Egprs Downlink Tbf Blocking Rate - DR,Egprs Uplink Tbf Blocking Rate,Egprs Uplink Tbf Blocking Rate - NR,Egprs Uplink Tbf Blocking Rate - DR,DL Tbf Establishment Success Rate,DL Tbf Establishment Success Rate - NR,DL Tbf Establishment Success Rate - DR,UL Tbf Establishment Success Rate,UL Tbf Establishment Success Rate - NR,UL Tbf Establishment Success Rate - DR,GprsDownlinkTbfReallocationAttempts,GprsDownlinkTbfReallocationSuccess,GprsUplinkTbfReallocationAttempts,GprsUplinkTbfReallocationSuccess,EgprsDownlinkTbfReallocationAttempts,EgprsDownlinkTbfReallocationSuccess,EgprsUplinkTbfReallocationAttempts,EgprsUplinkTbfReallocationSuccess,DlMcs1Count,DlMcs2Count,DlMcs3Count,DlMcs4Count,DlMcs5Count,DlMcs6Count,DlMcs7Count,DlMcs8Count,DlMcs9Count,UlMcs1Count,UlMcs2Count,UlMcs3Count,UlMcs4Count,UlMcs5Count,UlMcs6Count,UlMcs7Count,UlMcs8Count,UlMcs9Count,DlCs1Count,DlCs2Count,DlCs3Count,DlCs4Count,UlCs1Count,UlCs2Count,UlCs3Count,UlCs4Count,EgprsDl10PercentileMeanThroughput,EgprsDl20PercentileMeanThroughput,EgprsDl30PercentileMeanThroughput,EgprsDl40PercentileMeanThroughput,EgprsDl50PercentileMeanThroughput,EgprsDl60PercentileMeanThroughput,EgprsDl70PercentileMeanThroughput,EgprsDl80PercentileMeanThroughput,EgprsDl90PercentileMeanThroughput,EgprsDl10PercentileMeanLlcFrameDelay,EgprsDl20PercentileMeanLlcFrameDelay,EgprsDl30PercentileMeanLlcFrameDelay,EgprsDl40PercentileMeanLlcFrameDelay,EgprsDl50PercentileMeanLlcFrameDelay,EgprsDl60PercentileMeanLlcFrameDelay,EgprsDl70PercentileMeanLlcFrameDelay,EgprsDl80PercentileMeanLlcFrameDelay,EgprsDl90PercentileMeanLlcFrameDelay,EgprsDl10PercentileSampleSize,EgprsDl20PercentileSampleSize,EgprsDl30PercentileSampleSize,EgprsDl40PercentileSampleSize,EgprsDl50PercentileSampleSize,EgprsDl60PercentileSampleSize,EgprsDl70PercentileSampleSize,EgprsDl80PercentileSampleSize,EgprsDl90PercentileSampleSize,EgprsUl10PercentileMeanThroughput,EgprsUl20PercentileMeanThroughput,EgprsUl30PercentileMeanThroughput,EgprsUl40PercentileMeanThroughput,EgprsUl50PercentileMeanThroughput,EgprsUl60PercentileMeanThroughput,EgprsUl70PercentileMeanThroughput,EgprsUl80PercentileMeanThroughput,EgprsUl90PercentileMeanThroughput,EgprsUl10PercentileSampleSize,EgprsUl20PercentileSampleSize,EgprsUl30PercentileSampleSize,EgprsUl40PercentileSampleSize,EgprsUl50PercentileSampleSize,EgprsUl60PercentileSampleSize,EgprsUl70PercentileSampleSize,EgprsUl80PercentileSampleSize,EgprsUl90PercentileSampleSize,GprsDl10PercentileMeanThroughput,GprsDl20PercentileMeanThroughput,GprsDl30PercentileMeanThroughput,GprsDl40PercentileMeanThroughput,GprsDl50PercentileMeanThroughput,GprsDl60PercentileMeanThroughput,GprsDl70PercentileMeanThroughput,GprsDl80PercentileMeanThroughput,GprsDl90PercentileMeanThroughput,GprsDl10PercentileMeanLlcFrameDelay,GprsDl20PercentileMeanLlcFrameDelay,GprsDl30PercentileMeanLlcFrameDelay,GprsDl40PercentileMeanLlcFrameDelay,GprsDl50PercentileMeanLlcFrameDelay,GprsDl60PercentileMeanLlcFrameDelay,GprsDl70PercentileMeanLlcFrameDelay,GprsDl80PercentileMeanLlcFrameDelay,GprsDl90PercentileMeanLlcFrameDelay,GprsDl10PercentileSampleSize,GprsDl20PercentileSampleSize,GprsDl30PercentileSampleSize,GprsDl40PercentileSampleSize,GprsDl50PercentileSampleSize,GprsDl60PercentileSampleSize,GprsDl70PercentileSampleSize,GprsDl80PercentileSampleSize,GprsDl90PercentileSampleSize,GprsUl10PercentileMeanThroughput,GprsUl20PercentileMeanThroughput,GprsUl30PercentileMeanThroughput,GprsUl40PercentileMeanThroughput,GprsUl50PercentileMeanThroughput,GprsUl60PercentileMeanThroughput,GprsUl70PercentileMeanThroughput,GprsUl80PercentileMeanThroughput,GprsUl90PercentileMeanThroughput,GprsUl10PercentileSampleSize,GprsUl20PercentileSampleSize,GprsUl30PercentileSampleSize,GprsUl40PercentileSampleSize,GprsUl50PercentileSampleSize,GprsUl60PercentileSampleSize,GprsUl70PercentileSampleSize,GprsUl80PercentileSampleSize,GprsUl90PercentileSampleSize,Uplink Tbf Assignment Success Rate,Uplink Tbf Assignment Success Rate - NR,Uplink Tbf Assignment Success Rate - DR,Downlink Tbf Assignment Success Rate,Downlink Tbf Assignment Success Rate - NR,Downlink Tbf Assignment Success Rate - DR
Sep 25 2023 - 03:00:00,Sep 25 2023 - 03:15:00,MNG-KNVVB01,10.201.165.1,0.6,0.17,1008.0,227.0,245.0,2.03,1817.25,893.49,2.66,1956.5099999999998,735.9599999999999,0.58,2.0,345.0,0.9,6.0,663.0,0.94,700.5899999999999,748.58,0.93,620.38,667.4200000000001,7.71,1116.66,144.91,19.49,1336.14,68.54,1.3,83.0,6369.0,0.0,0.0,8260.0,0.0,0.0,328.0,0.0,0.0,69.0,0.0,0.0,279.0,0.0,0.0,338.0,95.07,328.0,345.0,99.55,660.0,663.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1459.0,0.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4910.0,0.0,0.0,0.0,0.0,0.0,5907.0,10675.0,11526.0,12552.0,13728.0,15187.0,17849.0,20782.0,25347.0,34034.0,139.0,154.0,169.0,187.0,204.0,236.0,273.0,329.0,452.0,59.0,53.0,46.0,40.0,35.0,27.0,21.0,14.0,8.0,13594.0,14645.0,15954.0,17905.0,20300.0,24116.0,30665.0,41542.0,66796.0,86.0,77.0,68.0,58.0,49.0,39.0,29.0,20.0,11.0,1483.0,1549.0,1619.0,1704.0,1750.0,1871.0,2021.0,2234.0,2454.0,184.0,208.0,232.0,272.0,316.0,394.0,527.0,738.0,1079.0,60.0,53.0,47.0,40.0,35.0,28.0,21.0,15.0,8.0,23695.0,25462.0,30023.0,30834.0,31551.0,33559.0,35082.0,39261.0,43945.0,15.0,14.0,12.0,11.0,10.0,8.0,7.0,5.0,4.0,100.0,665.0,665.0,100.0,346.0,346.0
Sep 25 2023 - 03:15:00,Sep 25 2023 - 03:30:00,MNG-KNVVB01,10.201.165.1,0.7,0.22,1112.0,264.0,278.0,2.24,2115.64,942.46,2.83,2220.05,785.1199999999999,0.27,1.0,368.0,1.08,8.0,744.0,1.68,1317.7199999999998,785.4100000000001,1.51,1060.12,703.7399999999999,5.08,797.9200000000001,157.04999999999998,14.25,1159.92,81.38000000000001,1.98,121.0,6111.0,0.0,0.0,9061.0,0.0,0.0,399.0,0.0,0.0,88.0,0.0,0.0,285.0,0.0,0.0,346.0,96.2,354.0,368.0,99.19,738.0,744.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2544.0,0.0,0.0,0.0,0.0,0.0,3885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3567.0,0.0,0.0,0.0,0.0,0.0,5176.0,10847.0,11631.0,12616.0,13778.0,15236.0,17842.0,20776.0,25246.0,33871.0,127.0,138.0,150.0,165.0,181.0,205.0,234.0,265.0,321.0,54.0,49.0,43.0,37.0,32.0,25.0,19.0,13.0,8.0,13620.0,14666.0,15978.0,17910.0,20306.0,24129.0,30656.0,41504.0,66741.0,84.0,75.0,66.0,57.0,48.0,38.0,29.0,20.0,11.0,1483.0,1549.0,1619.0,1704.0,1750.0,1871.0,2021.0,2234.0,2454.0,184.0,208.0,232.0,272.0,316.0,394.0,527.0,738.0,1079.0,60.0,53.0,47.0,40.0,35.0,28.0,21.0,15.0,8.0,22592.0,24359.0,28920.0,29731.0,30448.0,32456.0,33979.0,38158.0,42842.0,15.0,14.0,12.0,11.0,10.0,8.0,7.0,5.0,4.0,100.0,743.0,743.0,100.0,369.0,369.0
Sep 25 2023 - 03:30:00,Sep 25 2023 - 03:45:00,MNG-KNVVB01,10.201.165.1,0.8799999999999999,0.31,1349.0,1665.0,899.0,9.57,13319.05,1391.96,6.08,7188.64,1183.05,0.5,2.0,399.0,0.95,9.0,950.0,10.1,12221.680000000002,1209.58,5.23,5417.01,1035.3,6.02,1097.35,182.38,11.99,1771.6399999999999,147.75,7.95,2108.0,26532.0,1.21,325.0,26793.0,0.0,0.0,626.0,0.0,0.0,103.0,0.0,0.0,312.0,0.0,0.0,338.0,98.25,392.0,399.0,99.68,947.0,950.0,0.0,0.0,1.0,1.0,17.0,17.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,21649.0,0.0,0.0,0.0,0.0,0.0,19234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4883.0,0.0,0.0,0.0,0.0,0.0,7884.0,10847.0,11631.0,12616.0,13778.0,15236.0,17842.0,20776.0,25246.0,33871.0,127.0,138.0,150.0,165.0,181.0,205.0,234.0,265.0,321.0,54.0,49.0,43.0,37.0,32.0,25.0,19.0,13.0,8.0,13620.0,14666.0,15978.0,17910.0,20306.0,24129.0,30656.0,41504.0,66741.0,84.0,75.0,66.0,57.0,48.0,38.0,29.0,20.0,11.0,1483.0,1549.0,1619.0,1704.0,1750.0,1871.0,2021.0,2234.0,2454.0,184.0,208.0,232.0,272.0,316.0,394.0,527.0,738.0,1079.0,60.0,53.0,47.0,40.0,35.0,28.0,21.0,15.0,8.0,22592.0,24359.0,28920.0,29731.0,30448.0,32456.0,33979.0,38158.0,42842.0,15.0,14.0,12.0,11.0,10.0,8.0,7.0,5.0,4.0,100.0,949.0,949.0,100.0,398.0,398.0
Sep 25 2023 - 03:45:00,Sep 25 2023 - 04:00:00,MNG-KNVVB01,10.201.165.1,1.21,0.5700000000000001,1343.0,2263.0,632.0,18.13,18101.980000000003,998.47,4.94,5060.9,1025.1299999999999,0.25,1.0,402.0,0.85,8.0,941.0,20.53,17324.06,843.6400000000001,4.18,3638.88,870.5500000000001,5.02,777.9300000000001,154.82999999999998,9.2,1422.01,154.57999999999998,13.89,4692.0,33772.0,0.25,49.0,19488.0,0.0,0.0,589.0,0.0,0.0,105.0,0.0,0.0,318.0,0.0,0.0,373.0,97.01,390.0,402.0,99.26,934.0,941.0,2.0,2.0,2.0,2.0,18.0,18.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,30289.0,0.0,0.0,0.0,0.0,0.0,13169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3483.0,0.0,0.0,0.0,0.0,0.0,6368.0,7303.0,7412.0,7588.0,7725.0,7843.0,9700.0,9956.0,10181.0,10266.0,97.0,100.0,103.0,108.0,112.0,123.0,132.0,140.0,154.0,27.0,25.0,22.0,19.0,17.0,13.0,10.0,7.0,5.0,6058.0,6205.0,6378.0,6571.0,6825.0,7511.0,8074.0,8947.0,9242.0,60.0,53.0,47.0,41.0,35.0,27.0,21.0,15.0,8.0,1573.0,1642.0,1720.0,1807.0,1855.0,1977.0,2134.0,2330.0,2437.0,183.0,206.0,234.0,273.0,315.0,389.0,513.0,735.0,894.0,62.0,55.0,48.0,41.0,36.0,29.0,22.0,15.0,8.0,22978.0,24045.0,24647.0,26156.0,26861.0,27639.0,29368.0,30514.0,31457.0,14.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,4.0,100.0,943.0,943.0,100.0,403.0,403.0
Sep 25 2023 - 04:00:00,Sep 25 2023 - 04:15:00,MNG-KNVVB01,10.201.165.1,1.05,0.6,1283.0,7900.0,1477.0,30.98,63200.08,2039.8,9.27,11813.810000000001,1274.8999999999999,0.77,3.0,389.0,1.12,10.0,894.0,33.4,62038.15,1857.46,9.03,10046.15,1112.41,6.37,1161.93,182.33999999999997,10.88,1767.66,162.49,24.74,27909.0,112825.0,0.1,44.0,44365.0,0.0,0.0,595.0,0.0,0.0,122.0,0.0,0.0,280.0,0.0,0.0,310.0,97.43,379.0,389.0,99.66,891.0,894.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,107677.0,0.0,0.0,0.0,0.0,0.0,36548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5148.0,0.0,0.0,0.0,0.0,0.0,7861.0,10750.0,11350.0,12056.0,13006.0,13808.0,17072.0,19696.0,24427.0,35354.0,190.0,205.0,223.0,248.0,270.0,319.0,390.0,509.0,789.0,40.0,36.0,32.0,27.0,24.0,19.0,14.0,10.0,6.0,5053.0,5168.0,5312.0,5387.0,5491.0,5689.0,5846.0,6156.0,6365.0,71.0,63.0,55.0,48.0,41.0,32.0,25.0,17.0,9.0,1571.0,1635.0,1709.0,1779.0,1860.0,1968.0,2104.0,2288.0,2376.0,185.0,207.0,236.0,274.0,317.0,392.0,517.0,740.0,899.0,79.0,70.0,61.0,53.0,45.0,36.0,28.0,19.0,10.0,22978.0,24045.0,24647.0,26156.0,26861.0,27639.0,29368.0,30514.0,31457.0,14.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,4.0,100.0,893.0,893.0,100.0,390.0,390.0
Sep 25 2023 - 04:15:00,Sep 25 2023 - 04:30:00,MNG-KNVVB01,10.201.165.1,0.78,0.26,1300.0,643.0,319.0,4.51,5139.89,1139.5700000000002,1.24,2555.79,2056.7400000000002,0.5,2.0,402.0,1.11,10.0,898.0,4.17,4058.45,972.2199999999999,0.49,940.73,1928.54,6.46,1081.44,167.35,12.6,1615.04,128.2,3.2,387.0,12087.0,0.06,6.0,10768.0,0.0,0.0,566.0,0.0,0.0,106.0,0.0,0.0,310.0,0.0,0.0,348.0,95.27,383.0,402.0,99.89,897.0,898.0,1.0,1.0,1.0,1.0,15.0,15.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,7301.0,0.0,0.0,0.0,0.0,0.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4786.0,0.0,0.0,0.0,0.0,0.0,7203.0,10836.0,11579.0,12318.0,13296.0,14188.0,17536.0,20111.0,24922.0,35986.0,268.0,294.0,325.0,365.0,410.0,494.0,617.0,806.0,1136.0,37.0,33.0,29.0,25.0,22.0,17.0,13.0,9.0,5.0,5018.0,5147.0,5291.0,5380.0,5483.0,5679.0,5863.0,6218.0,6515.0,73.0,65.0,57.0,49.0,42.0,33.0,25.0,17.0,9.0,1571.0,1635.0,1709.0,1779.0,1860.0,1968.0,2104.0,2288.0,2376.0,185.0,207.0,236.0,274.0,317.0,392.0,517.0,740.0,899.0,79.0,70.0,61.0,53.0,45.0,36.0,28.0,19.0,10.0,22978.0,24045.0,24647.0,26156.0,26861.0,27639.0,29368.0,30514.0,31457.0,14.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,4.0,100.0,900.0,900.0,100.0,400.0,400.0
Sep 25 2023 - 04:30:00,Sep 25 2023 - 04:45:00,MNG-KNVVB01,10.201.165.1,0.84,0.27,1439.0,690.0,417.0,4.87,5528.76,1135.01,3.33,3341.18,1002.39,0.45,2.0,448.0,1.31,13.0,991.0,4.4,4179.51,950.0799999999999,1.63,1424.44,871.43,7.3,1349.24,184.93,14.64,1916.75,130.95999999999998,8.41,1139.0,13536.0,0.02,3.0,13808.0,0.0,0.0,572.0,0.0,0.0,105.0,0.0,0.0,357.0,0.0,0.0,427.0,97.99,439.0,448.0,99.5,986.0,991.0,2.0,2.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,7592.0,0.0,0.0,0.0,0.0,0.0,5316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5944.0,0.0,0.0,0.0,0.0,0.0,8495.0,10836.0,11579.0,12318.0,13296.0,14188.0,17536.0,20111.0,24922.0,35986.0,268.0,294.0,325.0,365.0,410.0,494.0,617.0,806.0,1136.0,37.0,33.0,29.0,25.0,22.0,17.0,13.0,9.0,5.0,5018.0,5147.0,5291.0,5380.0,5483.0,5679.0,5863.0,6218.0,6515.0,73.0,65.0,57.0,49.0,42.0,33.0,25.0,17.0,9.0,1571.0,1635.0,1709.0,1779.0,1860.0,1968.0,2104.0,2288.0,2376.0,185.0,207.0,236.0,274.0,317.0,392.0,517.0,740.0,899.0,79.0,70.0,61.0,53.0,45.0,36.0,28.0,19.0,10.0,22978.0,24045.0,24647.0,26156.0,26861.0,27639.0,29368.0,30514.0,31457.0,14.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,4.0,100.0,989.0,989.0,100.0,450.0,450.0
Sep 25 2023 - 04:45:00,Sep 25 2023 - 05:00:00,MNG-KNVVB01,10.201.165.1,0.8500000000000001,0.31,1433.0,732.0,546.0,5.18,5858.73,1131.93,4.82,4370.17,907.37,0.0,0.0,428.0,1.09,11.0,1005.0,4.83,4714.889999999999,976.23,3.43,2677.5199999999995,781.18,7.35,1143.85,155.7,13.41,1692.65,126.19,7.59,1035.0,13642.0,0.51,88.0,17088.0,0.0,0.0,551.0,0.0,0.0,107.0,0.0,0.0,332.0,0.0,0.0,467.0,97.66,418.0,428.0,99.4,999.0,1005.0,1.0,1.0,1.0,1.0,11.0,11.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,8577.0,0.0,0.0,0.0,0.0,0.0,9653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,0.0,0.0,0.0,0.0,0.0,7523.0,11966.0,13024.0,14109.0,15948.0,17436.0,19911.0,24675.0,31492.0,44853.0,295.0,328.0,365.0,423.0,476.0,563.0,708.0,919.0,1271.0,47.0,42.0,37.0,31.0,27.0,22.0,16.0,11.0,6.0,5171.0,5348.0,5528.0,5648.0,5813.0,6078.0,6405.0,6979.0,7935.0,72.0,65.0,56.0,49.0,41.0,33.0,25.0,17.0,9.0,1558.0,1620.0,1699.0,1765.0,1847.0,1962.0,2092.0,2295.0,2380.0,213.0,236.0,272.0,310.0,363.0,458.0,588.0,843.0,1017.0,75.0,67.0,58.0,51.0,43.0,34.0,27.0,18.0,10.0,24330.0,25141.0,25843.0,26384.0,27071.0,29164.0,30407.0,32352.0,35927.0,13.0,12.0,11.0,10.0,9.0,7.0,6.0,5.0,4.0,100.0,1008.0,1008.0,100.0,427.0,427.0
Sep 25 2023 - 05:00:00,Sep 25 2023 - 05:15:00,MNG-KNVVB01,10.201.165.1,1.0,0.5499999999999999,1496.0,804.0,771.0,4.96,6431.32,1295.84,5.64,6166.03,1092.88,0.21,1.0,469.0,2.24,23.0,1027.0,4.79,5385.049999999999,1124.46,4.73,4475.290000000001,945.24,6.1,1046.26,171.38,11.45,1690.74,147.64000000000001,6.37,938.0,14714.0,0.02,5.0,23494.0,0.0,0.0,606.0,0.0,0.0,113.0,0.0,0.0,370.0,0.0,0.0,439.0,96.38,452.0,469.0,99.42,1021.0,1027.0,1.0,1.0,2.0,2.0,12.0,12.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,10069.0,0.0,0.0,0.0,0.0,0.0,15968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4645.0,0.0,0.0,0.0,0.0,0.0,7531.0,8652.0,9300.0,9837.0,10889.0,11664.0,12670.0,15032.0,17249.0,19829.0,208.0,230.0,253.0,292.0,327.0,377.0,462.0,562.0,653.0,38.0,34.0,30.0,25.0,22.0,18.0,13.0,9.0,5.0,4687.0,4815.0,4965.0,5075.0,5296.0,5485.0,5742.0,6050.0,6897.0,64.0,58.0,50.0,44.0,36.0,30.0,22.0,16.0,8.0,1656.0,1728.0,1805.0,1887.0,1964.0,2095.0,2255.0,2451.0,2545.0,219.0,244.0,280.0,320.0,374.0,472.0,606.0,867.0,1066.0,83.0,74.0,65.0,56.0,48.0,38.0,29.0,20.0,11.0,24330.0,25141.0,25843.0,26384.0,27071.0,29164.0,30407.0,32352.0,35927.0,13.0,12.0,11.0,10.0,9.0,7.0,6.0,5.0,4.0,100.0,1028.0,1028.0,100.0,470.0,470.0
Sep 25 2023 - 05:15:00,Sep 25 2023 - 05:30:00,MNG-KNVVB01,10.201.165.1,1.48,0.75,1736.0,2482.0,2518.0,8.83,19858.629999999997,2249.36,6.67,20142.11,3020.6200000000003,0.74,4.0,544.0,2.43,29.0,1192.0,9.08,18703.83,2060.5099999999998,6.45,18452.86,2858.9700000000003,6.11,1154.8,188.85,10.45,1689.2600000000002,161.65,29.06,11352.0,39064.0,0.25,181.0,72093.0,0.0,0.0,586.0,0.0,0.0,135.0,0.0,0.0,513.0,0.0,0.0,700.0,95.77,521.0,544.0,98.91,1179.0,1192.0,4.0,4.0,6.0,6.0,99.0,99.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,33941.0,0.0,0.0,0.0,0.0,0.0,64772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5123.0,0.0,0.0,0.0,0.0,0.0,7502.0,9716.0,10503.0,11329.0,12715.0,13924.0,15572.0,19033.0,23341.0,31730.0,153.0,169.0,185.0,215.0,238.0,270.0,322.0,395.0,526.0,74.0,66.0,58.0,49.0,42.0,34.0,25.0,17.0,9.0,14137.0,15317.0,17172.0,19089.0,21734.0,26353.0,31861.0,43839.0,66169.0,95.0,86.0,74.0,65.0,54.0,44.0,33.0,23.0,12.0,1656.0,1728.0,1805.0,1887.0,1964.0,2095.0,2255.0,2451.0,2545.0,219.0,244.0,280.0,320.0,374.0,472.0,606.0,867.0,1066.0,83.0,74.0,65.0,56.0,48.0,38.0,29.0,20.0,11.0,24330.0,25141.0,25843.0,26384.0,27071.0,29164.0,30407.0,32352.0,35927.0,13.0,12.0,11.0,10.0,9.0,7.0,6.0,5.0,4.0,100.0,1190.0,1190.0,100.0,545.0,545.0
Sep 25 2023 - 05:30:00,Sep 25 2023 - 05:45:00,MNG-KNVVB01,10.201.165.1,1.98,1.15,1554.0,6685.0,4097.0,22.76,53480.11,2349.68,16.18,32780.59,2026.6,1.0,5.0,500.0,2.75,29.0,1054.0,24.33,52069.42,2139.81,16.93,31049.21,1833.62,6.72,1410.69,209.87,8.97,1731.38,192.98,32.6,31969.0,98073.0,1.31,1513.0,115776.0,0.0,0.0,529.0,0.0,0.0,105.0,0.0,0.0,573.0,0.0,0.0,690.0,91.8,459.0,500.0,99.15,1045.0,1054.0,6.0,6.0,3.0,3.0,169.0,169.0,161.0,161.0,0.0,0.0,0.0,0.0,0.0,91845.0,0.0,0.0,0.0,0.0,0.0,109584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6228.0,0.0,0.0,0.0,0.0,0.0,7705.0,9716.0,10503.0,11329.0,12715.0,13924.0,15572.0,19033.0,23341.0,31730.0,153.0,169.0,185.0,215.0,238.0,270.0,322.0,395.0,526.0,74.0,66.0,58.0,49.0,42.0,34.0,25.0,17.0,9.0,14137.0,15317.0,17172.0,19089.0,21734.0,26353.0,31861.0,43839.0,66169.0,95.0,86.0,74.0,65.0,54.0,44.0,33.0,23.0,12.0,1656.0,1728.0,1805.0,1887.0,1964.0,2095.0,2255.0,2451.0,2545.0,219.0,244.0,280.0,320.0,374.0,472.0,606.0,867.0,1066.0,83.0,74.0,65.0,56.0,48.0,38.0,29.0,20.0,11.0,24330.0,25141.0,25843.0,26384.0,27071.0,29164.0,30407.0,32352.0,35927.0,13.0,12.0,11.0,10.0,9.0,7.0,6.0,5.0,4.0,100.0,1055.0,1055.0,100.0,503.0,503.0
Sep 25 2023 - 05:45:00,Sep 25 2023 - 06:00:00,MNG-KNVVB01,10.201.165.1,2.0999999999999996,1.19,1669.0,7680.0,3393.0,28.32,61437.3,2169.38,13.45,27140.97,2017.52,1.61,10.0,623.0,3.92,41.0,1046.0,31.02,59650.64,1923.19,14.18,25473.33,1796.2800000000002,7.26,1786.65,246.19,7.54,1667.65,221.24,9.4,10602.0,112765.0,0.52,500.0,96839.0,0.0,0.0,455.0,0.0,0.0,115.0,0.0,0.0,637.0,0.0,0.0,695.0,91.17,568.0,623.0,98.85,1034.0,1046.0,1.0,1.0,3.0,3.0,129.0,129.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,104884.0,0.0,0.0,0.0,0.0,0.0,89927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7881.0,0.0,0.0,0.0,0.0,0.0,7412.0,9091.0,9952.0,10869.0,11885.0,13078.0,14694.0,16901.0,20531.0,29218.0,170.0,190.0,214.0,242.0,277.0,326.0,397.0,517.0,742.0,99.0,88.0,77.0,66.0,56.0,45.0,34.0,23.0,12.0,17850.0,19488.0,21917.0,24598.0,28279.0,34698.0,42846.0,59681.0,94454.0,128.0,115.0,100.0,87.0,73.0,58.0,44.0,30.0,16.0,1607.0,1677.0,1754.0,1837.0,1928.0,2043.0,2204.0,2388.0,2535.0,242.0,269.0,308.0,352.0,424.0,514.0,687.0,956.0,1259.0,84.0,75.0,66.0,57.0,48.0,39.0,29.0,21.0,11.0,19223.0,20909.0,22907.0,25628.0,27002.0,27696.0,29659.0,31239.0,33159.0,14.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,4.0,100.0,1046.0,1046.0,100.0,622.0,622.0
