Start Time,End Time,BTS Name,Cell ID,BTS IP Address,BSC Name,DL PS Erlangs,UL PS Erlangs,Total Data Calls,Total Downlink Data In KByte,Total Uplink Data In KByte,Downlink Data Throughput In Kbps,Downlink Data Throughput In Kbps - NR,Downlink Data Throughput In Kbps - DR,Uplink Data Throughput In Kbps,Uplink Data Throughput In Kbps - NR,Uplink Data Throughput In Kbps - DR,DL Tbf Drop Rate,DL Tbf Drop Rate - NR,DL Tbf Drop Rate - DR,UL Tbf Drop Rate,UL Tbf Drop Rate - NR,UL Tbf Drop Rate - DR,Egprs Downlink Data Throughput In Kbps,Egprs Downlink Data Throughput In Kbps - NR,Egprs Downlink Data Throughput In Kbps - DR,Egprs Uplink Data Throughput In Kbps,Egprs Uplink Data Throughput In Kbps - NR,Egprs Uplink Data Throughput In Kbps - DR,Gprs Downlink Data Throughput In Kbps,Gprs Downlink Data Throughput In Kbps - NR,Gprs Downlink Data Throughput In Kbps - DR,Gprs Uplink Data Throughput In Kbps,Gprs Uplink Data Throughput In Kbps - NR,Gprs Uplink Data Throughput In Kbps - DR,Downlink Data Retransmission Rate,Downlink Data Retransmission Rate - NR,Downlink Data Retransmission Rate - DR,Uplink Data Retransmission Rate,Uplink Data Retransmission Rate - NR,Uplink Data Retransmission Rate - DR,Gprs Uplink Tbf Blocking Rate,Gprs Uplink Tbf Blocking Rate - NR,Gprs Uplink Tbf Blocking Rate - DR,Gprs Downlink Tbf Blocking Rate,Gprs Downlink Tbf Blocking Rate - NR,Gprs Downlink Tbf Blocking Rate - DR,Egprs Downlink Tbf Blocking Rate,Egprs Downlink Tbf Blocking Rate - NR,Egprs Downlink Tbf Blocking Rate - DR,Egprs Uplink Tbf Blocking Rate,Egprs Uplink Tbf Blocking Rate - NR,Egprs Uplink Tbf Blocking Rate - DR,DL Tbf Establishment Success Rate,DL Tbf Establishment Success Rate - NR,DL Tbf Establishment Success Rate - DR,UL Tbf Establishment Success Rate,UL Tbf Establishment Success Rate - NR,UL Tbf Establishment Success Rate - DR,GprsDownlinkTbfReallocationAttempts,GprsDownlinkTbfReallocationSuccess,GprsUplinkTbfReallocationAttempts,GprsUplinkTbfReallocationSuccess,EgprsDownlinkTbfReallocationAttempts,EgprsDownlinkTbfReallocationSuccess,EgprsUplinkTbfReallocationAttempts,EgprsUplinkTbfReallocationSuccess,DlMcs1Count,DlMcs2Count,DlMcs3Count,DlMcs4Count,DlMcs5Count,DlMcs6Count,DlMcs7Count,DlMcs8Count,DlMcs9Count,UlMcs1Count,UlMcs2Count,UlMcs3Count,UlMcs4Count,UlMcs5Count,UlMcs6Count,UlMcs7Count,UlMcs8Count,UlMcs9Count,DlCs1Count,DlCs2Count,DlCs3Count,DlCs4Count,UlCs1Count,UlCs2Count,UlCs3Count,UlCs4Count,EgprsDl10PercentileMeanThroughput,EgprsDl20PercentileMeanThroughput,EgprsDl30PercentileMeanThroughput,EgprsDl40PercentileMeanThroughput,EgprsDl50PercentileMeanThroughput,EgprsDl60PercentileMeanThroughput,EgprsDl70PercentileMeanThroughput,EgprsDl80PercentileMeanThroughput,EgprsDl90PercentileMeanThroughput,EgprsDl10PercentileMeanLlcFrameDelay,EgprsDl20PercentileMeanLlcFrameDelay,EgprsDl30PercentileMeanLlcFrameDelay,EgprsDl40PercentileMeanLlcFrameDelay,EgprsDl50PercentileMeanLlcFrameDelay,EgprsDl60PercentileMeanLlcFrameDelay,EgprsDl70PercentileMeanLlcFrameDelay,EgprsDl80PercentileMeanLlcFrameDelay,EgprsDl90PercentileMeanLlcFrameDelay,EgprsDl10PercentileSampleSize,EgprsDl20PercentileSampleSize,EgprsDl30PercentileSampleSize,EgprsDl40PercentileSampleSize,EgprsDl50PercentileSampleSize,EgprsDl60PercentileSampleSize,EgprsDl70PercentileSampleSize,EgprsDl80PercentileSampleSize,EgprsDl90PercentileSampleSize,EgprsUl10PercentileMeanThroughput,EgprsUl20PercentileMeanThroughput,EgprsUl30PercentileMeanThroughput,EgprsUl40PercentileMeanThroughput,EgprsUl50PercentileMeanThroughput,EgprsUl60PercentileMeanThroughput,EgprsUl70PercentileMeanThroughput,EgprsUl80PercentileMeanThroughput,EgprsUl90PercentileMeanThroughput,EgprsUl10PercentileSampleSize,EgprsUl20PercentileSampleSize,EgprsUl30PercentileSampleSize,EgprsUl40PercentileSampleSize,EgprsUl50PercentileSampleSize,EgprsUl60PercentileSampleSize,EgprsUl70PercentileSampleSize,EgprsUl80PercentileSampleSize,EgprsUl90PercentileSampleSize,GprsDl10PercentileMeanThroughput,GprsDl20PercentileMeanThroughput,GprsDl30PercentileMeanThroughput,GprsDl40PercentileMeanThroughput,GprsDl50PercentileMeanThroughput,GprsDl60PercentileMeanThroughput,GprsDl70PercentileMeanThroughput,GprsDl80PercentileMeanThroughput,GprsDl90PercentileMeanThroughput,GprsDl10PercentileMeanLlcFrameDelay,GprsDl20PercentileMeanLlcFrameDelay,GprsDl30PercentileMeanLlcFrameDelay,GprsDl40PercentileMeanLlcFrameDelay,GprsDl50PercentileMeanLlcFrameDelay,GprsDl60PercentileMeanLlcFrameDelay,GprsDl70PercentileMeanLlcFrameDelay,GprsDl80PercentileMeanLlcFrameDelay,GprsDl90PercentileMeanLlcFrameDelay,GprsDl10PercentileSampleSize,GprsDl20PercentileSampleSize,GprsDl30PercentileSampleSize,GprsDl40PercentileSampleSize,GprsDl50PercentileSampleSize,GprsDl60PercentileSampleSize,GprsDl70PercentileSampleSize,GprsDl80PercentileSampleSize,GprsDl90PercentileSampleSize,GprsUl10PercentileMeanThroughput,GprsUl20PercentileMeanThroughput,GprsUl30PercentileMeanThroughput,GprsUl40PercentileMeanThroughput,GprsUl50PercentileMeanThroughput,GprsUl60PercentileMeanThroughput,GprsUl70PercentileMeanThroughput,GprsUl80PercentileMeanThroughput,GprsUl90PercentileMeanThroughput,GprsUl10PercentileSampleSize,GprsUl20PercentileSampleSize,GprsUl30PercentileSampleSize,GprsUl40PercentileSampleSize,GprsUl50PercentileSampleSize,GprsUl60PercentileSampleSize,GprsUl70PercentileSampleSize,GprsUl80PercentileSampleSize,GprsUl90PercentileSampleSize,Uplink Tbf Assignment Success Rate,Uplink Tbf Assignment Success Rate - NR,Uplink Tbf Assignment Success Rate - DR,Downlink Tbf Assignment Success Rate,Downlink Tbf Assignment Success Rate - NR,Downlink Tbf Assignment Success Rate - DR,BSS Paging Coordinated Count,PCU Up Time
Sep 25 2023 - 03:00:00,Sep 25 2023 - 03:15:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.04,0.03,69.0,31.0,13.0,10.37,249.59,24.06,2.83,104.34,36.9,3.0,1.0,35.0,0.0,0.0,34.0,10.93,248.84,22.77,2.82,101.26,35.95,0.58,0.74,1.29,3.25,3.09,0.95,2.0,11.0,458.0,0.0,0.0,396.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,27.0,0.0,0.0,30.0,86.0,30.0,35.0,100.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,1889.0,2003.0,2094.0,2186.0,2233.0,2349.0,2509.0,2667.0,2775.0,42.0,48.0,53.0,60.0,64.0,75.0,92.0,123.0,203.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,1699.0,1718.0,1732.0,1751.0,1766.0,1779.0,1801.0,1831.0,1849.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1103.0,1103.0,1103.0,1103.0,1103.0,1103.0,1103.0,1103.0,1103.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,34.0,34.0,100.0,35.0,35.0,0.0,00:12:48:51
Sep 25 2023 - 03:15:00,Sep 25 2023 - 03:30:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.12,0.08,97.0,127.0,67.0,16.99,1012.18,59.57,7.09,538.73,75.94,0.0,0.0,46.0,2.0,1.0,51.0,17.12,1011.41,59.09,7.14,537.81,75.3,1.6,0.77,0.48,1.43,0.91,0.64,1.0,23.0,1802.0,0.0,0.0,1928.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,40.0,0.0,0.0,49.0,83.0,38.0,46.0,100.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.0,0.0,0.0,0.0,0.0,0.0,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,2061.0,2108.0,2158.0,2236.0,2282.0,2342.0,2503.0,2566.0,2612.0,30.0,32.0,34.0,38.0,41.0,44.0,53.0,59.0,72.0,12.0,11.0,10.0,8.0,7.0,6.0,4.0,3.0,2.0,1725.0,1739.0,1756.0,1756.0,1772.0,1792.0,1792.0,1793.0,1794.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,52.0,52.0,100.0,47.0,47.0,0.0,00:13:03:52
Sep 25 2023 - 03:30:00,Sep 25 2023 - 03:45:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.12,0.07,80.0,764.0,342.0,18.14,6111.09,336.92,11.29,2733.38,242.19,0.0,0.0,41.0,0.0,0.0,39.0,18.14,6111.09,336.92,11.29,2733.38,242.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10759.0,0.0,0.0,9655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,38.0,95.0,39.0,41.0,100.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10759.0,0.0,0.0,0.0,0.0,0.0,9655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.0,2108.0,2158.0,2236.0,2282.0,2342.0,2503.0,2566.0,2612.0,30.0,32.0,34.0,38.0,41.0,44.0,53.0,59.0,72.0,12.0,11.0,10.0,8.0,7.0,6.0,4.0,3.0,2.0,1725.0,1739.0,1756.0,1756.0,1772.0,1792.0,1792.0,1793.0,1794.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,38.0,38.0,100.0,40.0,40.0,0.0,00:13:18:52
Sep 25 2023 - 03:45:00,Sep 25 2023 - 04:00:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.04,0.02,50.0,34.0,15.0,11.05,274.49,24.85,4.09,122.1,29.89,0.0,0.0,25.0,4.0,1.0,25.0,11.05,274.49,24.85,4.09,122.1,29.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,499.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,100.0,25.0,25.0,100.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.0,2108.0,2158.0,2236.0,2282.0,2342.0,2503.0,2566.0,2612.0,30.0,32.0,34.0,38.0,41.0,44.0,53.0,59.0,72.0,12.0,11.0,10.0,8.0,7.0,6.0,4.0,3.0,2.0,1725.0,1739.0,1756.0,1756.0,1772.0,1792.0,1792.0,1793.0,1794.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,25.0,25.0,100.0,25.0,25.0,0.0,00:13:33:52
Sep 25 2023 - 04:00:00,Sep 25 2023 - 04:15:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.04,0.02,39.0,115.0,17.0,22.04,916.15,41.57,6.94,137.69,19.85,5.0,1.0,20.0,0.0,0.0,19.0,22.8,915.3,40.15,7.89,132.12,16.74,0.6,0.85,1.42,1.79,5.57,3.11,0.0,8.0,1607.0,5.0,27.0,495.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,14.0,80.0,16.0,20.0,100.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,2061.0,2108.0,2158.0,2236.0,2282.0,2342.0,2503.0,2566.0,2612.0,30.0,32.0,34.0,38.0,41.0,44.0,53.0,59.0,72.0,12.0,11.0,10.0,8.0,7.0,6.0,4.0,3.0,2.0,1725.0,1739.0,1756.0,1756.0,1772.0,1792.0,1792.0,1793.0,1794.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,19.0,19.0,100.0,20.0,20.0,0.0,00:13:48:52
Sep 25 2023 - 04:15:00,Sep 25 2023 - 04:30:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.09,0.05,87.0,302.0,26.0,17.44,2414.53,138.45,4.27,211.2,49.41,0.0,0.0,48.0,3.0,1.0,39.0,17.47,2414.3,138.16,4.3,210.52,48.98,0.81,0.23,0.29,1.56,0.67,0.43,0.0,5.0,4217.0,0.0,0.0,847.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,42.0,0.0,0.0,37.0,71.0,34.0,48.0,100.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215.0,0.0,0.0,0.0,0.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2147.0,2337.0,2420.0,2526.0,2662.0,2806.0,2918.0,3061.0,3244.0,108.0,121.0,136.0,155.0,181.0,219.0,280.0,356.0,419.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,1690.0,1718.0,1735.0,1749.0,1764.0,1782.0,1809.0,1855.0,1944.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,39.0,39.0,100.0,48.0,48.0,0.0,00:14:03:52
Sep 25 2023 - 04:30:00,Sep 25 2023 - 04:45:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.15,0.06,245.0,106.0,66.0,7.24,849.87,117.45,3.5,529.91,151.54,0.0,0.0,90.0,3.0,5.0,155.0,7.24,849.87,117.45,3.5,529.91,151.54,0.0,0.0,0.0,0.0,0.0,0.0,12.0,197.0,1591.0,0.0,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,156.0,94.0,85.0,90.0,98.0,152.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591.0,0.0,0.0,0.0,0.0,0.0,1974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.0,2337.0,2420.0,2526.0,2662.0,2806.0,2918.0,3061.0,3244.0,108.0,121.0,136.0,155.0,181.0,219.0,280.0,356.0,419.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,1690.0,1718.0,1735.0,1749.0,1764.0,1782.0,1809.0,1855.0,1944.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,156.0,156.0,100.0,91.0,91.0,0.0,00:14:18:52
Sep 25 2023 - 04:45:00,Sep 25 2023 - 05:00:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.14,0.07,91.0,411.0,255.0,20.1,3285.59,163.5,27.19,2036.36,74.9,0.0,0.0,48.0,12.0,5.0,43.0,20.1,3285.59,163.5,27.19,2036.36,74.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,862.0,5818.0,1.0,43.0,7162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,45.0,88.0,42.0,48.0,100.0,43.0,43.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5818.0,0.0,0.0,0.0,0.0,0.0,7205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.0,2337.0,2420.0,2526.0,2662.0,2806.0,2918.0,3061.0,3244.0,108.0,121.0,136.0,155.0,181.0,219.0,280.0,356.0,419.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,1690.0,1718.0,1735.0,1749.0,1764.0,1782.0,1809.0,1855.0,1944.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,43.0,43.0,100.0,48.0,48.0,0.0,00:14:33:52
Sep 25 2023 - 05:00:00,Sep 25 2023 - 05:15:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.27,0.17,136.0,596.0,475.0,13.71,4771.09,348.09,19.4,3799.01,195.86,0.0,0.0,70.0,20.0,13.0,66.0,13.75,4770.34,346.81,19.5,3795.92,194.71,0.58,0.74,1.28,2.68,3.09,1.15,9.0,793.0,8730.0,0.0,0.0,13428.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,65.0,0.0,0.0,66.0,91.0,64.0,70.0,97.0,64.0,66.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8725.0,0.0,0.0,0.0,0.0,0.0,13413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,2147.0,2337.0,2420.0,2526.0,2662.0,2806.0,2918.0,3061.0,3244.0,108.0,121.0,136.0,155.0,181.0,219.0,280.0,356.0,419.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,1690.0,1718.0,1735.0,1749.0,1764.0,1782.0,1809.0,1855.0,1944.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,67.0,67.0,100.0,71.0,71.0,1.0,00:14:48:52
Sep 25 2023 - 05:15:00,Sep 25 2023 - 05:30:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.23,0.14,173.0,694.0,914.0,9.85,5555.15,563.69,15.75,7310.34,464.11,4.0,3.0,79.0,5.0,5.0,94.0,9.86,5554.38,563.23,15.77,7309.43,463.59,1.66,0.77,0.46,1.76,0.91,0.52,34.0,3419.0,10092.0,0.0,5.0,25502.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,73.0,0.0,0.0,90.0,94.0,74.0,79.0,93.0,87.0,94.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10087.0,0.0,0.0,0.0,0.0,0.0,25501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,3211.0,3540.0,3912.0,4352.0,4922.0,5708.0,6919.0,9153.0,15145.0,53.0,60.0,68.0,78.0,92.0,112.0,140.0,189.0,292.0,45.0,40.0,35.0,30.0,25.0,20.0,15.0,10.0,5.0,11140.0,12220.0,13942.0,15763.0,18202.0,22650.0,27928.0,39644.0,61216.0,40.0,36.0,31.0,27.0,23.0,18.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,92.0,92.0,100.0,78.0,78.0,1.0,00:15:03:52
Sep 25 2023 - 05:30:00,Sep 25 2023 - 05:45:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.12,0.04,151.0,16.0,10.0,1.23,128.43,104.24,0.9,81.17,90.47,1.0,1.0,73.0,5.0,4.0,78.0,1.23,128.43,104.24,0.9,80.82,90.23,0.0,0.0,0.0,1.46,0.35,0.24,1.0,4.0,282.0,0.0,0.0,343.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,75.0,0.0,0.0,78.0,93.0,68.0,73.0,99.0,77.0,78.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3211.0,3540.0,3912.0,4352.0,4922.0,5708.0,6919.0,9153.0,15145.0,53.0,60.0,68.0,78.0,92.0,112.0,140.0,189.0,292.0,45.0,40.0,35.0,30.0,25.0,20.0,15.0,10.0,5.0,11140.0,12220.0,13942.0,15763.0,18202.0,22650.0,27928.0,39644.0,61216.0,40.0,36.0,31.0,27.0,23.0,18.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,78.0,78.0,100.0,73.0,73.0,0.0,00:15:18:52
Sep 25 2023 - 05:45:00,Sep 25 2023 - 06:00:00,ED4859-PCU,48591,10.28.73.18,MNG-KNVVB01,0.36,0.24,365.0,213.0,149.0,6.46,1700.23,263.05,3.45,1189.12,344.84,2.0,3.0,155.0,4.0,8.0,210.0,5.7,824.66,144.74,2.58,655.78,254.55,7.4,875.58,118.31,5.91,533.34,90.29,3.0,139.0,5406.0,0.0,0.0,4770.0,0.0,0.0,94.0,0.0,0.0,24.0,0.0,0.0,140.0,0.0,0.0,127.0,90.0,139.0,155.0,99.0,207.0,210.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1556.0,0.0,0.0,0.0,0.0,0.0,2414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850.0,0.0,0.0,0.0,0.0,0.0,2356.0,3211.0,3540.0,3912.0,4352.0,4922.0,5708.0,6919.0,9153.0,15145.0,53.0,60.0,68.0,78.0,92.0,112.0,140.0,189.0,292.0,45.0,40.0,35.0,30.0,25.0,20.0,15.0,10.0,5.0,11140.0,12220.0,13942.0,15763.0,18202.0,22650.0,27928.0,39644.0,61216.0,40.0,36.0,31.0,27.0,23.0,18.0,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,215.0,215.0,100.0,159.0,159.0,3.0,00:15:33:52
