Start Time,End Time,BTS Name,Cell ID,BTS IP Address,BSC Name,DL PS Erlangs,UL PS Erlangs,Total Data Calls,Total Downlink Data In KByte,Total Uplink Data In KByte,Downlink Data Throughput In Kbps,Downlink Data Throughput In Kbps - NR,Downlink Data Throughput In Kbps - DR,Uplink Data Throughput In Kbps,Uplink Data Throughput In Kbps - NR,Uplink Data Throughput In Kbps - DR,DL Tbf Drop Rate,DL Tbf Drop Rate - NR,DL Tbf Drop Rate - DR,UL Tbf Drop Rate,UL Tbf Drop Rate - NR,UL Tbf Drop Rate - DR,Egprs Downlink Data Throughput In Kbps,Egprs Downlink Data Throughput In Kbps - NR,Egprs Downlink Data Throughput In Kbps - DR,Egprs Uplink Data Throughput In Kbps,Egprs Uplink Data Throughput In Kbps - NR,Egprs Uplink Data Throughput In Kbps - DR,Gprs Downlink Data Throughput In Kbps,Gprs Downlink Data Throughput In Kbps - NR,Gprs Downlink Data Throughput In Kbps - DR,Gprs Uplink Data Throughput In Kbps,Gprs Uplink Data Throughput In Kbps - NR,Gprs Uplink Data Throughput In Kbps - DR,Downlink Data Retransmission Rate,Downlink Data Retransmission Rate - NR,Downlink Data Retransmission Rate - DR,Uplink Data Retransmission Rate,Uplink Data Retransmission Rate - NR,Uplink Data Retransmission Rate - DR,Gprs Uplink Tbf Blocking Rate,Gprs Uplink Tbf Blocking Rate - NR,Gprs Uplink Tbf Blocking Rate - DR,Gprs Downlink Tbf Blocking Rate,Gprs Downlink Tbf Blocking Rate - NR,Gprs Downlink Tbf Blocking Rate - DR,Egprs Downlink Tbf Blocking Rate,Egprs Downlink Tbf Blocking Rate - NR,Egprs Downlink Tbf Blocking Rate - DR,Egprs Uplink Tbf Blocking Rate,Egprs Uplink Tbf Blocking Rate - NR,Egprs Uplink Tbf Blocking Rate - DR,DL Tbf Establishment Success Rate,DL Tbf Establishment Success Rate - NR,DL Tbf Establishment Success Rate - DR,UL Tbf Establishment Success Rate,UL Tbf Establishment Success Rate - NR,UL Tbf Establishment Success Rate - DR,GprsDownlinkTbfReallocationAttempts,GprsDownlinkTbfReallocationSuccess,GprsUplinkTbfReallocationAttempts,GprsUplinkTbfReallocationSuccess,EgprsDownlinkTbfReallocationAttempts,EgprsDownlinkTbfReallocationSuccess,EgprsUplinkTbfReallocationAttempts,EgprsUplinkTbfReallocationSuccess,DlMcs1Count,DlMcs2Count,DlMcs3Count,DlMcs4Count,DlMcs5Count,DlMcs6Count,DlMcs7Count,DlMcs8Count,DlMcs9Count,UlMcs1Count,UlMcs2Count,UlMcs3Count,UlMcs4Count,UlMcs5Count,UlMcs6Count,UlMcs7Count,UlMcs8Count,UlMcs9Count,DlCs1Count,DlCs2Count,DlCs3Count,DlCs4Count,UlCs1Count,UlCs2Count,UlCs3Count,UlCs4Count,EgprsDl10PercentileMeanThroughput,EgprsDl20PercentileMeanThroughput,EgprsDl30PercentileMeanThroughput,EgprsDl40PercentileMeanThroughput,EgprsDl50PercentileMeanThroughput,EgprsDl60PercentileMeanThroughput,EgprsDl70PercentileMeanThroughput,EgprsDl80PercentileMeanThroughput,EgprsDl90PercentileMeanThroughput,EgprsDl10PercentileMeanLlcFrameDelay,EgprsDl20PercentileMeanLlcFrameDelay,EgprsDl30PercentileMeanLlcFrameDelay,EgprsDl40PercentileMeanLlcFrameDelay,EgprsDl50PercentileMeanLlcFrameDelay,EgprsDl60PercentileMeanLlcFrameDelay,EgprsDl70PercentileMeanLlcFrameDelay,EgprsDl80PercentileMeanLlcFrameDelay,EgprsDl90PercentileMeanLlcFrameDelay,EgprsDl10PercentileSampleSize,EgprsDl20PercentileSampleSize,EgprsDl30PercentileSampleSize,EgprsDl40PercentileSampleSize,EgprsDl50PercentileSampleSize,EgprsDl60PercentileSampleSize,EgprsDl70PercentileSampleSize,EgprsDl80PercentileSampleSize,EgprsDl90PercentileSampleSize,EgprsUl10PercentileMeanThroughput,EgprsUl20PercentileMeanThroughput,EgprsUl30PercentileMeanThroughput,EgprsUl40PercentileMeanThroughput,EgprsUl50PercentileMeanThroughput,EgprsUl60PercentileMeanThroughput,EgprsUl70PercentileMeanThroughput,EgprsUl80PercentileMeanThroughput,EgprsUl90PercentileMeanThroughput,EgprsUl10PercentileSampleSize,EgprsUl20PercentileSampleSize,EgprsUl30PercentileSampleSize,EgprsUl40PercentileSampleSize,EgprsUl50PercentileSampleSize,EgprsUl60PercentileSampleSize,EgprsUl70PercentileSampleSize,EgprsUl80PercentileSampleSize,EgprsUl90PercentileSampleSize,GprsDl10PercentileMeanThroughput,GprsDl20PercentileMeanThroughput,GprsDl30PercentileMeanThroughput,GprsDl40PercentileMeanThroughput,GprsDl50PercentileMeanThroughput,GprsDl60PercentileMeanThroughput,GprsDl70PercentileMeanThroughput,GprsDl80PercentileMeanThroughput,GprsDl90PercentileMeanThroughput,GprsDl10PercentileMeanLlcFrameDelay,GprsDl20PercentileMeanLlcFrameDelay,GprsDl30PercentileMeanLlcFrameDelay,GprsDl40PercentileMeanLlcFrameDelay,GprsDl50PercentileMeanLlcFrameDelay,GprsDl60PercentileMeanLlcFrameDelay,GprsDl70PercentileMeanLlcFrameDelay,GprsDl80PercentileMeanLlcFrameDelay,GprsDl90PercentileMeanLlcFrameDelay,GprsDl10PercentileSampleSize,GprsDl20PercentileSampleSize,GprsDl30PercentileSampleSize,GprsDl40PercentileSampleSize,GprsDl50PercentileSampleSize,GprsDl60PercentileSampleSize,GprsDl70PercentileSampleSize,GprsDl80PercentileSampleSize,GprsDl90PercentileSampleSize,GprsUl10PercentileMeanThroughput,GprsUl20PercentileMeanThroughput,GprsUl30PercentileMeanThroughput,GprsUl40PercentileMeanThroughput,GprsUl50PercentileMeanThroughput,GprsUl60PercentileMeanThroughput,GprsUl70PercentileMeanThroughput,GprsUl80PercentileMeanThroughput,GprsUl90PercentileMeanThroughput,GprsUl10PercentileSampleSize,GprsUl20PercentileSampleSize,GprsUl30PercentileSampleSize,GprsUl40PercentileSampleSize,GprsUl50PercentileSampleSize,GprsUl60PercentileSampleSize,GprsUl70PercentileSampleSize,GprsUl80PercentileSampleSize,GprsUl90PercentileSampleSize,Uplink Tbf Assignment Success Rate,Uplink Tbf Assignment Success Rate - NR,Uplink Tbf Assignment Success Rate - DR,Downlink Tbf Assignment Success Rate,Downlink Tbf Assignment Success Rate - NR,Downlink Tbf Assignment Success Rate - DR,BSS Paging Coordinated Count,PCU Up Time
Sep 25 2023 - 01:45:00,Sep 25 2023 - 02:00:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.66,0.09,1053.0,54.0,92.0,0.27,434.98,1600.76,0.68,734.15,1086.82,0.0,0.0,410.0,1.0,4.0,643.0,0.22,346.06,1573.0,0.39,412.43,1046.57,3.2,88.92,27.76,7.99,321.72,40.25,3.0,39.0,1354.0,0.0,0.0,3098.0,0.0,0.0,171.0,0.0,0.0,30.0,0.0,0.0,386.0,0.0,0.0,475.0,100.0,410.0,410.0,99.0,639.0,643.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0,0.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,1443.0,2531.0,2709.0,2855.0,2993.0,3119.0,3291.0,3506.0,3835.0,4285.0,53.0,58.0,63.0,69.0,76.0,86.0,94.0,104.0,116.0,65.0,58.0,51.0,44.0,37.0,29.0,22.0,15.0,8.0,6344.0,7132.0,7774.0,8976.0,10044.0,12361.0,16375.0,21232.0,40492.0,24.0,21.0,19.0,16.0,14.0,11.0,8.0,6.0,3.0,664.0,688.0,716.0,742.0,774.0,804.0,836.0,896.0,994.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,21.0,34.0,30.0,26.0,23.0,19.0,15.0,12.0,8.0,4.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,684.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,640.0,640.0,100.0,409.0,409.0,0.0,00:18:46:53
Sep 25 2023 - 02:00:00,Sep 25 2023 - 02:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.69,0.1,1153.0,60.0,122.0,0.29,482.09,1637.64,0.88,974.96,1113.8,0.0,1.0,422.0,1.0,5.0,731.0,0.21,327.37,1592.09,0.41,431.2,1040.17,3.4,154.73,45.55,7.39,543.76,73.63,3.0,53.0,1597.0,0.0,0.0,4146.0,0.0,0.0,269.0,0.0,0.0,44.0,0.0,0.0,386.0,0.0,0.0,468.0,99.0,419.0,422.0,100.0,732.0,731.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,2436.0,1649.0,1756.0,1939.0,2020.0,2085.0,2210.0,2274.0,2374.0,2440.0,15.0,16.0,19.0,20.0,21.0,23.0,24.0,29.0,33.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,1685.0,1732.0,1776.0,1828.0,1880.0,1956.0,1976.0,2016.0,2102.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,652.0,676.0,700.0,722.0,735.0,763.0,806.0,863.0,932.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,732.0,732.0,100.0,424.0,424.0,0.0,00:19:01:53
Sep 25 2023 - 02:15:00,Sep 25 2023 - 02:30:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.43,0.05,624.0,40.0,58.0,0.37,323.32,863.95,0.67,464.73,691.65,0.0,0.0,255.0,2.0,6.0,369.0,0.33,280.43,849.25,0.44,295.71,667.74,2.92,42.89,14.7,7.07,169.02,23.91,4.0,35.0,907.0,0.0,0.0,1922.0,0.0,0.0,87.0,0.0,0.0,22.0,0.0,0.0,233.0,0.0,0.0,283.0,96.0,246.0,255.0,100.0,368.0,369.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,761.0,1649.0,1756.0,1939.0,2020.0,2085.0,2210.0,2274.0,2374.0,2440.0,15.0,16.0,19.0,20.0,21.0,23.0,24.0,29.0,33.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,1685.0,1732.0,1776.0,1828.0,1880.0,1956.0,1976.0,2016.0,2102.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,652.0,676.0,700.0,722.0,735.0,763.0,806.0,863.0,932.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,369.0,369.0,100.0,253.0,253.0,0.0,00:19:16:53
Sep 25 2023 - 02:30:00,Sep 25 2023 - 02:45:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.41,0.07,606.0,53.0,91.0,0.55,420.19,763.31,1.09,726.09,664.47,1.0,2.0,242.0,2.0,8.0,364.0,0.55,418.42,761.57,1.09,723.87,663.77,1.01,1.77,1.74,3.18,2.23,0.7,9.0,91.0,1028.0,0.0,0.0,2703.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,239.0,0.0,0.0,356.0,96.0,232.0,242.0,100.0,363.0,364.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1016.0,0.0,0.0,0.0,0.0,0.0,2689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,1649.0,1756.0,1939.0,2020.0,2085.0,2210.0,2274.0,2374.0,2440.0,15.0,16.0,19.0,20.0,21.0,23.0,24.0,29.0,33.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,1685.0,1732.0,1776.0,1828.0,1880.0,1956.0,1976.0,2016.0,2102.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,652.0,676.0,700.0,722.0,735.0,763.0,806.0,863.0,932.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,362.0,362.0,100.0,241.0,241.0,0.0,00:19:31:53
Sep 25 2023 - 02:45:00,Sep 25 2023 - 03:00:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.4,0.07,634.0,46.0,65.0,0.54,365.02,675.96,0.87,523.33,602.07,0.0,0.0,241.0,1.0,4.0,393.0,0.43,280.48,650.7,0.42,236.34,566.62,3.35,84.55,25.26,8.1,286.98,35.45,4.0,39.0,1067.0,0.0,0.0,2240.0,0.0,0.0,155.0,0.0,0.0,30.0,0.0,0.0,214.0,0.0,0.0,241.0,99.0,238.0,241.0,100.0,392.0,393.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,678.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,1293.0,1649.0,1756.0,1939.0,2020.0,2085.0,2210.0,2274.0,2374.0,2440.0,15.0,16.0,19.0,20.0,21.0,23.0,24.0,29.0,33.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,1685.0,1732.0,1776.0,1828.0,1880.0,1956.0,1976.0,2016.0,2102.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,652.0,676.0,700.0,722.0,735.0,763.0,806.0,863.0,932.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,11.0,13.0,17.0,15.0,13.0,11.0,10.0,8.0,6.0,4.0,2.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,657.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,393.0,393.0,100.0,241.0,241.0,0.0,00:19:46:53
Sep 25 2023 - 03:00:00,Sep 25 2023 - 03:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.36,0.04,491.0,39.0,38.0,0.44,314.0,709.87,0.52,303.58,580.28,0.0,1.0,214.0,1.0,4.0,277.0,0.44,312.56,708.6,0.52,302.04,579.95,1.13,1.44,1.27,4.66,1.54,0.33,1.0,5.0,758.0,0.0,0.0,1199.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,217.0,0.0,0.0,276.0,96.0,205.0,214.0,100.0,276.0,277.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,748.0,0.0,0.0,0.0,0.0,0.0,1189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,1556.0,1618.0,1744.0,1803.0,1875.0,2016.0,2111.0,2273.0,2312.0,14.0,15.0,16.0,17.0,18.0,19.0,19.0,21.0,22.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,2772.0,2897.0,3046.0,3231.0,3464.0,4124.0,4681.0,5552.0,5844.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,657.0,689.0,726.0,766.0,766.0,816.0,866.0,938.0,1037.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,12.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,280.0,280.0,100.0,216.0,216.0,0.0,00:20:01:53
Sep 25 2023 - 03:15:00,Sep 25 2023 - 03:30:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.36,0.05,524.0,37.0,48.0,0.43,299.92,701.64,0.63,381.08,605.66,0.0,1.0,219.0,2.0,7.0,305.0,0.41,287.25,696.21,0.54,322.47,597.93,2.33,12.67,5.43,7.58,58.61,7.73,2.0,16.0,756.0,0.0,0.0,1515.0,0.0,0.0,36.0,0.0,0.0,7.0,0.0,0.0,215.0,0.0,0.0,268.0,97.0,213.0,219.0,100.0,304.0,305.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,1249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,266.0,1556.0,1618.0,1744.0,1803.0,1875.0,2016.0,2111.0,2273.0,2312.0,14.0,15.0,16.0,17.0,18.0,19.0,19.0,21.0,22.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,2772.0,2897.0,3046.0,3231.0,3464.0,4124.0,4681.0,5552.0,5844.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,657.0,689.0,726.0,766.0,766.0,816.0,866.0,938.0,1037.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,12.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,302.0,302.0,100.0,218.0,218.0,0.0,00:20:16:52
Sep 25 2023 - 03:30:00,Sep 25 2023 - 03:45:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.57,0.15,818.0,781.0,378.0,6.87,6250.62,909.55,3.7,3024.8,816.42,0.0,1.0,272.0,1.0,7.0,546.0,7.07,6092.31,861.88,3.34,2489.97,746.33,3.32,158.3,47.67,7.63,534.84,70.09,18.0,2036.0,11576.0,3.0,325.0,10970.0,0.0,0.0,286.0,0.0,0.0,46.0,0.0,0.0,244.0,0.0,0.0,276.0,98.0,267.0,272.0,100.0,546.0,546.0,0.0,0.0,1.0,1.0,17.0,17.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,10843.0,0.0,0.0,0.0,0.0,0.0,8889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,0.0,0.0,0.0,2406.0,1556.0,1618.0,1744.0,1803.0,1875.0,2016.0,2111.0,2273.0,2312.0,14.0,15.0,16.0,17.0,18.0,19.0,19.0,21.0,22.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,2772.0,2897.0,3046.0,3231.0,3464.0,4124.0,4681.0,5552.0,5844.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,657.0,689.0,726.0,766.0,766.0,816.0,866.0,938.0,1037.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,12.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,547.0,547.0,100.0,273.0,273.0,1.0,00:20:31:52
Sep 25 2023 - 03:45:00,Sep 25 2023 - 04:00:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.97,0.45,815.0,2115.0,457.0,20.32,16917.74,832.69,4.29,3655.85,851.26,0.0,0.0,272.0,1.0,5.0,543.0,21.31,16763.27,786.72,4.09,3165.07,773.07,3.36,154.48,45.97,6.28,490.78,78.19,15.0,4555.0,29964.0,0.0,49.0,13583.0,0.0,0.0,254.0,0.0,0.0,48.0,0.0,0.0,241.0,0.0,0.0,308.0,99.0,268.0,272.0,100.0,541.0,543.0,2.0,2.0,2.0,2.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,29255.0,0.0,0.0,0.0,0.0,0.0,11431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,2201.0,1556.0,1618.0,1744.0,1803.0,1875.0,2016.0,2111.0,2273.0,2312.0,14.0,15.0,16.0,17.0,18.0,19.0,19.0,21.0,22.0,13.0,12.0,10.0,9.0,8.0,6.0,5.0,3.0,2.0,2772.0,2897.0,3046.0,3231.0,3464.0,4124.0,4681.0,5552.0,5844.0,11.0,10.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,657.0,689.0,726.0,766.0,766.0,816.0,866.0,938.0,1037.0,6.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,12.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,545.0,545.0,100.0,272.0,272.0,0.0,00:20:46:52
Sep 25 2023 - 04:00:00,Sep 25 2023 - 04:15:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.81,0.49,798.0,7655.0,1279.0,33.18,61242.52,1845.49,9.02,10230.11,1134.09,0.0,1.0,268.0,2.0,9.0,530.0,33.99,61049.2,1795.99,9.26,9697.23,1047.65,3.91,193.31,49.5,6.16,532.88,86.44,26.0,27816.0,106804.0,0.0,17.0,37647.0,0.0,0.0,281.0,0.0,0.0,50.0,0.0,0.0,229.0,0.0,0.0,260.0,99.0,264.0,268.0,99.0,527.0,530.0,0.0,0.0,1.0,1.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,105922.0,0.0,0.0,0.0,0.0,0.0,35268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,0.0,0.0,0.0,2396.0,5003.0,5556.0,6212.0,7084.0,7840.0,9388.0,11851.0,16519.0,27400.0,107.0,120.0,136.0,157.0,176.0,215.0,277.0,390.0,657.0,26.0,23.0,20.0,17.0,15.0,12.0,9.0,6.0,3.0,1767.0,1860.0,1980.0,2047.0,2130.0,2302.0,2453.0,2761.0,2967.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,655.0,682.0,715.0,738.0,771.0,807.0,836.0,896.0,976.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,17.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,529.0,529.0,100.0,268.0,268.0,2.0,00:21:01:53
Sep 25 2023 - 04:15:00,Sep 25 2023 - 04:30:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.43,0.1,755.0,48.0,85.0,0.49,383.94,785.21,0.37,679.25,1859.67,0.0,1.0,247.0,2.0,8.0,508.0,0.35,264.95,752.02,0.15,261.12,1799.84,3.59,118.99,33.19,6.99,418.13,59.83,3.0,39.0,1198.0,0.0,6.0,2923.0,0.0,0.0,253.0,0.0,0.0,36.0,0.0,0.0,217.0,0.0,0.0,262.0,99.0,244.0,247.0,100.0,507.0,508.0,0.0,0.0,1.0,1.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,1901.0,5003.0,5556.0,6212.0,7084.0,7840.0,9388.0,11851.0,16519.0,27400.0,107.0,120.0,136.0,157.0,176.0,215.0,277.0,390.0,657.0,26.0,23.0,20.0,17.0,15.0,12.0,9.0,6.0,3.0,1767.0,1860.0,1980.0,2047.0,2130.0,2302.0,2453.0,2761.0,2967.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,655.0,682.0,715.0,738.0,771.0,807.0,836.0,896.0,976.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,17.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,508.0,508.0,100.0,246.0,246.0,0.0,00:21:16:53
Sep 25 2023 - 04:30:00,Sep 25 2023 - 04:45:00,BY2720-PCU-2,27201,10.28.73.148,MNG-KNVVB01,0.45,0.09,787.0,56.0,93.0,0.56,451.01,800.8,1.04,746.86,717.71,1.0,2.0,281.0,1.0,6.0,506.0,0.33,249.41,753.31,0.31,204.55,651.86,4.24,201.59,47.49,8.24,542.31,65.85,3.0,43.0,1541.0,0.0,0.0,3261.0,0.0,0.0,275.0,0.0,0.0,54.0,0.0,0.0,231.0,0.0,0.0,233.0,98.0,276.0,281.0,100.0,506.0,506.0,1.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,631.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,2435.0,5003.0,5556.0,6212.0,7084.0,7840.0,9388.0,11851.0,16519.0,27400.0,107.0,120.0,136.0,157.0,176.0,215.0,277.0,390.0,657.0,26.0,23.0,20.0,17.0,15.0,12.0,9.0,6.0,3.0,1767.0,1860.0,1980.0,2047.0,2130.0,2302.0,2453.0,2761.0,2967.0,22.0,20.0,17.0,15.0,13.0,10.0,8.0,5.0,3.0,655.0,682.0,715.0,738.0,771.0,807.0,836.0,896.0,976.0,8.0,8.0,9.0,9.0,10.0,11.0,13.0,15.0,17.0,25.0,22.0,19.0,17.0,14.0,11.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,504.0,504.0,100.0,281.0,281.0,0.0,00:21:31:52
